cfname,updateddate,addeddate,reportdate,beds_ward_o,mechvent_o,isolbed_o,beds_ward_v,hfhudcode,icu_o,isolbed_v,icu_v,mechvent_v,id
"BORBON GENERAL HOSPITAL, INC.",2020-04-17 8:29:16,2020-04-17 8:29:16,2020-04-17,0,0,0,0,DOH000000000002355,0,0,0,0,1020
"BORBON GENERAL HOSPITAL, INC.",2020-04-16 11:48:50,2020-04-16 11:48:50,2020-04-16,0,0,0,0,DOH000000000002355,0,0,0,0,432
"BORBON GENERAL HOSPITAL, INC.",2020-04-18 8:44:41,2020-04-18 8:44:41,2020-04-18,0,0,0,0,DOH000000000002355,0,0,0,0,1957
DR. A.P ZANTUA MEMORIAL HOSPITAL,2020-04-16 14:08:34,2020-04-16 14:08:34,2020-04-16,0,0,0,0,DOH000000000002406,0,0,0,0,544
DR. A.P ZANTUA MEMORIAL HOSPITAL,2020-04-17 12:41:57,2020-04-17 12:41:57,2020-04-17,0,0,0,0,DOH000000000002406,0,0,0,0,1381
DR. A.P ZANTUA MEMORIAL HOSPITAL,2020-04-18 9:25:25,2020-04-18 9:25:25,2020-04-18,0,0,0,0,DOH000000000002406,0,0,0,0,2060
DR. A.P ZANTUA MEMORIAL HOSPITAL,2020-04-19 5:54:58,2020-04-19 5:54:58,2020-04-19,0,0,0,0,DOH000000000002406,0,0,0,0,2452
JULIO CARDINAL ROSALES MEMORIAL HOSPITAL,2020-04-16 12:07:13,2020-04-16 12:07:13,2020-04-16,0,0,0,0,DOH000000000002420,0,0,0,0,454
JULIO CARDINAL ROSALES MEMORIAL HOSPITAL,2020-04-18 10:54:42,2020-04-18 10:54:42,2020-04-18,0,0,0,0,DOH000000000002420,0,0,0,0,2166
JULIO CARDINAL ROSALES MEMORIAL HOSPITAL,2020-04-17 9:39:41,2020-04-17 9:39:41,2020-04-17,0,0,0,0,DOH000000000002420,0,0,0,0,1201
JULIO CARDINAL ROSALES MEMORIAL HOSPITAL,2020-04-19 12:02:23,2020-04-19 12:02:23,2020-04-19,0,0,0,0,DOH000000000002420,0,0,0,0,3099
BISLIG DISTRICT HOSPITAL,2020-04-17 7:54:14,2020-04-17 7:54:14,2020-04-17,0,0,0,2,DOH000000000002421,0,6,0,0,853
BISLIG DISTRICT HOSPITAL,2020-04-19 8:33:25,2020-04-19 8:04:57,2020-04-19,0,0,1,0,DOH000000000002421,0,5,0,0,2657
BISLIG DISTRICT HOSPITAL,2020-04-18 8:39:46,2020-04-18 8:39:46,2020-04-18,0,0,0,2,DOH000000000002421,0,6,0,0,1953
BISLIG DISTRICT HOSPITAL,2020-04-16 8:46:12,2020-04-16 8:46:12,2020-04-16,0,0,0,2,DOH000000000002421,0,6,0,0,225
CANDIJAY COMMUNITY HOSPITAL,2020-04-17 10:00:23,2020-04-17 10:00:23,2020-04-17,0,0,0,0,DOH000000000002435,0,3,0,0,1231
DONA MARIA D. TAN MEMORIAL HOSPITAL,2020-04-16 16:34:36,2020-04-16 16:34:36,2020-04-16,0,0,0,0,DOH000000000002451,0,33,0,0,659
DONA MARIA D. TAN MEMORIAL HOSPITAL,2020-04-19 10:53:02,2020-04-19 10:53:02,2020-04-19,0,0,0,0,DOH000000000002451,0,33,0,0,3030
DONA MARIA D. TAN MEMORIAL HOSPITAL,2020-04-18 11:21:28,2020-04-18 11:21:28,2020-04-18,0,0,0,0,DOH000000000002451,0,33,0,0,2190
DONA MARIA D. TAN MEMORIAL HOSPITAL,2020-04-17 14:48:06,2020-04-17 14:48:06,2020-04-17,0,0,0,0,DOH000000000002451,0,33,0,0,1459
LILOY INTEGRATED HEALTH DISTRICT HOSPITAL,2020-04-18 8:40:18,2020-04-18 8:40:18,2020-04-18,0,0,0,0,DOH000000000002452,0,0,0,0,1954
LILOY INTEGRATED HEALTH DISTRICT HOSPITAL,2020-04-19 8:48:33,2020-04-19 8:48:33,2020-04-19,0,0,0,0,DOH000000000002452,0,0,0,0,2839
LILOY INTEGRATED HEALTH DISTRICT HOSPITAL,2020-04-17 7:44:32,2020-04-17 7:44:32,2020-04-17,0,0,0,0,DOH000000000002452,0,0,0,0,826
LILOY INTEGRATED HEALTH DISTRICT HOSPITAL,2020-04-16 8:17:37,2020-04-16 8:17:37,2020-04-16,0,0,0,0,DOH000000000002452,0,0,0,0,159
SIPOCOT DISTRICT HOSPITAL,2020-04-17 7:47:06,2020-04-17 7:47:06,2020-04-17,0,0,0,0,DOH000000000002462,0,2,0,0,831
SIPOCOT DISTRICT HOSPITAL,2020-04-18 8:19:43,2020-04-18 8:19:43,2020-04-18,0,0,0,0,DOH000000000002462,0,2,0,0,1881
SIPOCOT DISTRICT HOSPITAL,2020-04-16 8:08:55,2020-04-16 8:08:55,2020-04-16,0,0,0,0,DOH000000000002462,0,2,0,0,141
SIPOCOT DISTRICT HOSPITAL,2020-04-19 8:22:10,2020-04-19 8:22:10,2020-04-19,0,0,0,0,DOH000000000002462,0,2,0,0,2753
ILOCOS SUR DISTRICT HOSPITAL - SANTA LUCIA,2020-04-18 11:45:49,2020-04-18 11:45:49,2020-04-18,0,0,0,0,DOH000000000002463,0,0,0,0,2221
ILOCOS SUR DISTRICT HOSPITAL - SANTA LUCIA,2020-04-17 10:28:34,2020-04-17 10:28:34,2020-04-17,0,0,0,0,DOH000000000002463,0,0,0,0,1267
ILOCOS SUR DISTRICT HOSPITAL - SANTA LUCIA,2020-04-16 13:00:37,2020-04-16 13:00:37,2020-04-16,0,0,0,0,DOH000000000002463,0,0,0,0,494
ILOCOS SUR DISTRICT HOSPITAL - SANTA LUCIA,2020-04-19 12:42:12,2020-04-19 12:42:12,2020-04-19,0,0,0,0,DOH000000000002463,0,0,0,0,3122
ROSARIO-TRINO MEDICAL CLINIC AND DIAGNOSTIC CENTER,2020-04-17 8:38:28,2020-04-17 8:38:28,2020-04-17,0,0,0,0,DOH000000000002471,0,0,0,0,1063
ROSARIO-TRINO MEDICAL CLINIC AND DIAGNOSTIC CENTER,2020-04-16 13:38:55,2020-04-16 13:38:55,2020-04-16,0,0,0,0,DOH000000000002471,0,0,0,0,520
ROSARIO-TRINO MEDICAL CLINIC AND DIAGNOSTIC CENTER,2020-04-19 8:14:54,2020-04-19 8:14:54,2020-04-19,0,0,0,0,DOH000000000002471,0,0,0,0,2710
ROSARIO-TRINO MEDICAL CLINIC AND DIAGNOSTIC CENTER,2020-04-18 8:02:55,2020-04-18 8:02:55,2020-04-18,0,0,0,0,DOH000000000002471,0,0,0,0,1778
"DIGOS DOCTORS? HOSPITAL, INC.",2020-04-18 14:00:21,2020-04-18 14:00:21,2020-04-18,0,0,2,0,DOH000000000002479,0,0,0,0,2296
"DIGOS DOCTORS? HOSPITAL, INC.",2020-04-17 15:18:57,2020-04-17 15:18:57,2020-04-17,0,0,2,0,DOH000000000002479,0,0,2,0,1478
"DIGOS DOCTORS? HOSPITAL, INC.",2020-04-16 12:59:45,2020-04-16 12:59:45,2020-04-16,0,0,2,0,DOH000000000002479,0,0,0,0,492
LIPUNAN HOSPITAL,2020-04-18 16:02:27,2020-04-18 16:02:27,2020-04-18,0,0,0,11,DOH000000000002483,0,1,0,0,2348
LIPUNAN HOSPITAL,2020-04-19 13:14:00,2020-04-19 13:14:00,2020-04-19,0,0,1,0,DOH000000000002483,0,10,0,0,3144
AMOROSO MEDICAL CLINIC,2020-04-17 8:05:19,2020-04-17 8:05:19,2020-04-17,0,0,0,0,DOH000000000002490,0,0,0,0,896
AMOROSO MEDICAL CLINIC,2020-04-16 8:29:55,2020-04-16 8:29:55,2020-04-16,0,0,0,0,DOH000000000002490,0,0,0,0,183
AMOROSO MEDICAL CLINIC,2020-04-19 8:05:57,2020-04-19 8:05:57,2020-04-19,0,0,0,0,DOH000000000002490,0,0,0,0,2664
AMOROSO MEDICAL CLINIC,2020-04-18 8:56:05,2020-04-18 8:56:05,2020-04-18,0,0,0,0,DOH000000000002490,0,0,0,0,1992
SAN CARLOS DOCTORS' HOSPITAL,2020-04-16 11:03:41,2020-04-16 11:03:41,2020-04-16,0,0,0,0,DOH000000000002495,0,9,2,0,397
SAN CARLOS DOCTORS' HOSPITAL,2020-04-18 7:58:35,2020-04-18 7:58:35,2020-04-18,0,0,0,0,DOH000000000002495,0,9,2,0,1747
SAN CARLOS DOCTORS' HOSPITAL,2020-04-19 8:09:24,2020-04-19 8:09:24,2020-04-19,0,0,0,0,DOH000000000002495,0,9,2,0,2680
SAN CARLOS DOCTORS' HOSPITAL,2020-04-17 8:54:57,2020-04-17 8:54:57,2020-04-17,0,0,0,0,DOH000000000002495,0,9,2,0,1117
"JAVONILLO HOSPITAL, INC.",2020-04-19 9:04:06,2020-04-19 9:04:06,2020-04-19,0,0,0,0,DOH000000000002506,0,0,0,0,2879
"JAVONILLO HOSPITAL, INC.",2020-04-18 18:46:07,2020-04-18 18:46:07,2020-04-18,0,0,0,0,DOH000000000002506,0,0,0,0,2417
"JAVONILLO HOSPITAL, INC.",2020-04-17 8:29:03,2020-04-17 8:29:03,2020-04-17,0,0,0,0,DOH000000000002506,0,0,0,0,1019
ST. PAUL GENERAL HOSPITAL,2020-04-18 17:33:30,2020-04-18 17:33:30,2020-04-18,0,0,0,0,DOH000000000002532,0,1,0,0,2399
ST. PAUL GENERAL HOSPITAL,2020-04-16 16:21:56,2020-04-16 16:21:56,2020-04-16,0,0,0,0,DOH000000000002532,0,1,0,0,652
ST. PAUL GENERAL HOSPITAL,2020-04-17 15:55:43,2020-04-17 15:55:43,2020-04-17,0,0,0,0,DOH000000000002532,0,1,0,0,1500
QUEZON COMMUNITY INFIRMARY,2020-04-17 9:41:27,2020-04-17 9:41:27,2020-04-17,0,0,0,0,DOH000000000002549,0,1,0,0,1206
QUEZON COMMUNITY INFIRMARY,2020-04-18 8:18:58,2020-04-18 8:18:58,2020-04-18,0,0,0,0,DOH000000000002549,0,1,0,0,1878
QUEZON COMMUNITY INFIRMARY,2020-04-19 8:11:32,2020-04-19 8:11:32,2020-04-19,0,0,0,0,DOH000000000002549,0,1,0,0,2693
QUEZON COMMUNITY INFIRMARY,2020-04-16 7:00:54,2020-04-16 7:00:54,2020-04-16,0,0,0,0,DOH000000000002549,0,1,0,0,41
AUGUIS CLINIC & HOSPITAL,2020-04-17 8:59:56,2020-04-17 8:59:56,2020-04-17,0,0,0,0,DOH000000000002560,0,1,0,0,1132
DAVO ORIENTAL PROV'L HOSP.-CATEEL,2020-04-18 4:23:18,2020-04-18 4:23:18,2020-04-18,0,0,0,0,DOH000000000002575,0,2,0,0,1586
"ST. JOHN GENERAL HOSPITAL OF BUUG, INC.",2020-04-19 8:14:55,2020-04-19 8:14:55,2020-04-19,0,0,0,0,DOH000000000002597,0,0,0,0,2711
"ST. JOHN GENERAL HOSPITAL OF BUUG, INC.",2020-04-16 8:31:06,2020-04-16 8:31:06,2020-04-16,0,0,0,0,DOH000000000002597,0,0,0,0,185
"ST. JOHN GENERAL HOSPITAL OF BUUG, INC.",2020-04-17 8:12:49,2020-04-17 8:12:49,2020-04-17,0,0,0,0,DOH000000000002597,0,0,0,0,943
"ST. JOHN GENERAL HOSPITAL OF BUUG, INC.",2020-04-18 9:53:43,2020-04-18 9:53:43,2020-04-18,0,0,0,0,DOH000000000002597,0,0,0,0,2103
MMGHHSP COOPERATI VE HOSPITAL,2020-04-17 8:57:00,2020-04-17 8:57:00,2020-04-17,0,0,0,0,DOH000000000002634,0,2,0,0,1126
MMGHHSP COOPERATI VE HOSPITAL,2020-04-18 7:52:55,2020-04-18 7:52:55,2020-04-18,0,0,0,0,DOH000000000002634,0,2,0,0,1727
MMGHHSP COOPERATI VE HOSPITAL,2020-04-19 6:59:08,2020-04-19 6:59:08,2020-04-19,0,0,0,0,DOH000000000002634,0,2,0,0,2488
MMGHHSP COOPERATI VE HOSPITAL,2020-04-16 10:30:23,2020-04-16 10:30:23,2020-04-16,0,0,1,0,DOH000000000002634,0,2,0,0,367
MANUEL A. ROXAS DISTRICT HOSPITAL,2020-04-17 8:55:50,2020-04-17 8:55:50,2020-04-17,0,0,0,0,DOH000000000002676,0,5,0,0,1122
MANUEL A. ROXAS DISTRICT HOSPITAL,2020-04-16 10:54:40,2020-04-16 10:54:40,2020-04-16,0,0,0,0,DOH000000000002676,0,5,0,0,389
MANUEL A. ROXAS DISTRICT HOSPITAL,2020-04-19 8:51:10,2020-04-19 8:51:10,2020-04-19,0,0,0,0,DOH000000000002676,0,5,0,0,2846
MANUEL A. ROXAS DISTRICT HOSPITAL,2020-04-18 12:11:39,2020-04-18 12:11:39,2020-04-18,0,0,0,0,DOH000000000002676,0,5,0,0,2236
ORMOC DISTRICT HOSPITAL,2020-04-16 11:42:33,2020-04-16 11:42:33,2020-04-16,0,0,0,6,DOH000000000002691,0,6,6,0,428
ORMOC DISTRICT HOSPITAL,2020-04-17 8:14:58,2020-04-17 8:14:58,2020-04-17,0,0,0,6,DOH000000000002691,0,6,0,0,954
ORMOC DISTRICT HOSPITAL,2020-04-18 8:01:41,2020-04-18 8:01:41,2020-04-18,0,0,0,6,DOH000000000002691,0,6,0,0,1770
ORMOC DISTRICT HOSPITAL,2020-04-19 7:22:49,2020-04-19 7:22:49,2020-04-19,0,0,0,6,DOH000000000002691,0,6,0,0,2528
PALUAN COMMUNITY HOSPITAL,2020-04-16 12:20:32,2020-04-16 12:20:32,2020-04-16,0,0,0,0,DOH000000000002713,0,3,0,0,467
PALUAN COMMUNITY HOSPITAL,2020-04-18 8:02:01,2020-04-18 8:02:01,2020-04-18,0,0,0,0,DOH000000000002713,0,3,0,0,1773
PALUAN COMMUNITY HOSPITAL,2020-04-17 8:23:13,2020-04-17 8:23:13,2020-04-17,0,0,0,0,DOH000000000002713,0,3,0,0,997
PALUAN COMMUNITY HOSPITAL,2020-04-19 8:09:08,2020-04-19 8:09:08,2020-04-19,0,0,0,0,DOH000000000002713,0,3,0,0,2679
MISAMIS ORIENTAL PROVINCIAL HOSPITAL - INITAO,2020-04-18 8:17:55,2020-04-18 8:17:55,2020-04-18,0,0,0,0,DOH000000000002732,0,1,0,0,1867
MISAMIS ORIENTAL PROVINCIAL HOSPITAL - INITAO,2020-04-17 9:57:06,2020-04-17 9:57:06,2020-04-17,0,0,0,0,DOH000000000002732,0,1,0,0,1227
MISAMIS ORIENTAL PROVINCIAL HOSPITAL - INITAO,2020-04-19 7:33:34,2020-04-19 7:33:34,2020-04-19,0,0,0,0,DOH000000000002732,0,1,0,0,2550
"ANGELES UNIVERSITY FOUNDATION MEDICAL CENTER, INC.",2020-04-17 21:28:03,2020-04-17 21:28:03,2020-04-17,1,0,2,0,DOH000000000002740,1,0,0,0,1578
GREGORIO MATAS DISTRICT HOSPITAL,2020-04-16 12:19:27,2020-04-16 12:19:27,2020-04-16,0,0,0,0,DOH000000000002747,0,0,0,0,465
DR. DAMIAN REYES PROVINCIAL HOSPITAL,2020-04-16 9:30:18,2020-04-16 9:30:18,2020-04-16,0,0,0,10,DOH000000000002748,0,20,0,0,298
DR. DAMIAN REYES PROVINCIAL HOSPITAL,2020-04-18 8:02:12,2020-04-18 8:02:12,2020-04-18,0,0,0,10,DOH000000000002748,0,10,0,0,1774
DR. DAMIAN REYES PROVINCIAL HOSPITAL,2020-04-17 9:04:22,2020-04-17 9:04:22,2020-04-17,0,0,0,10,DOH000000000002748,0,20,0,0,1140
DR. DAMIAN REYES PROVINCIAL HOSPITAL,2020-04-19 8:29:44,2020-04-19 8:29:44,2020-04-19,0,0,0,10,DOH000000000002748,0,10,0,0,2775
WESTMIN UNITED DOCTORS HOSPITAL CO.,2020-04-19 8:23:59,2020-04-19 8:23:59,2020-04-19,0,0,0,0,DOH000000000002750,0,0,0,0,2757
WESTMIN UNITED DOCTORS HOSPITAL CO.,2020-04-16 8:07:11,2020-04-16 8:07:11,2020-04-16,0,0,0,0,DOH000000000002750,0,0,0,0,136
WESTMIN UNITED DOCTORS HOSPITAL CO.,2020-04-17 7:43:44,2020-04-17 7:43:44,2020-04-17,0,0,0,0,DOH000000000002750,0,0,0,0,822
WESTMIN UNITED DOCTORS HOSPITAL CO.,2020-04-18 7:38:48,2020-04-18 7:38:48,2020-04-18,0,0,0,0,DOH000000000002750,0,0,0,0,1692
DAYOS-PASCUAL MEDICAL CLINIC,2020-04-18 15:00:38,2020-04-18 15:00:38,2020-04-18,0,0,0,0,DOH000000000002751,0,0,0,0,2317
CARLOS P. ACOSTA CLINIC & HOSPITAL,2020-04-18 14:23:08,2020-04-18 14:23:08,2020-04-18,0,0,0,0,DOH000000000002752,0,0,0,0,2304
CARLOS P. ACOSTA CLINIC & HOSPITAL,2020-04-17 13:29:12,2020-04-17 13:29:12,2020-04-17,0,0,0,0,DOH000000000002752,0,0,0,0,1414
CARLOS P. ACOSTA CLINIC & HOSPITAL,2020-04-16 18:42:15,2020-04-16 18:42:15,2020-04-16,0,0,0,0,DOH000000000002752,0,0,0,0,704
LABELLA HOSPITAL,2020-04-18 14:19:19,2020-04-18 14:19:19,2020-04-18,0,0,0,0,DOH000000000002753,0,0,0,0,2300
LABELLA HOSPITAL,2020-04-19 7:45:02,2020-04-19 7:45:02,2020-04-19,0,0,0,0,DOH000000000002753,0,1,0,0,2574
LABELLA HOSPITAL,2020-04-17 15:39:03,2020-04-17 15:39:03,2020-04-17,0,0,0,0,DOH000000000002753,0,1,0,0,1491
SAINT LAWRENCE HOSPITAL,2020-04-18 18:12:06,2020-04-18 18:12:06,2020-04-18,0,0,0,0,DOH000000000002761,0,2,0,0,2413
SAINT LAWRENCE HOSPITAL,2020-04-17 8:17:17,2020-04-17 8:17:17,2020-04-17,0,0,0,0,DOH000000000002761,0,2,0,0,966
SAINT LAWRENCE HOSPITAL,2020-04-19 8:35:34,2020-04-19 8:35:34,2020-04-19,0,0,0,0,DOH000000000002761,0,2,0,0,2800
SAINT LAWRENCE HOSPITAL,2020-04-16 9:31:04,2020-04-16 9:31:04,2020-04-16,0,0,0,0,DOH000000000002761,0,2,0,0,300
CRUZADO MEDICAL HOSPITAL,2020-04-17 13:09:27,2020-04-17 13:09:27,2020-04-17,0,0,0,0,DOH000000000002762,0,0,0,0,1400
CRUZADO MEDICAL HOSPITAL,2020-04-19 8:18:59,2020-04-19 8:18:59,2020-04-19,0,0,0,0,DOH000000000002762,0,0,0,0,2740
CRUZADO MEDICAL HOSPITAL,2020-04-18 8:02:52,2020-04-18 8:02:52,2020-04-18,0,0,0,0,DOH000000000002762,0,0,0,0,1777
RILLERA MEDICAL HOSPITAL,2020-04-17 8:55:29,2020-04-17 8:55:29,2020-04-17,0,0,0,0,DOH000000000002767,0,0,0,0,1120
RILLERA MEDICAL HOSPITAL,2020-04-18 13:29:32,2020-04-18 13:29:32,2020-04-18,0,0,0,0,DOH000000000002767,0,0,0,0,2277
RILLERA MEDICAL HOSPITAL,2020-04-16 14:01:43,2020-04-16 14:01:43,2020-04-16,0,0,0,0,DOH000000000002767,0,0,0,0,537
MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES COOPERATI,2020-04-19 8:41:04,2020-04-19 8:41:04,2020-04-19,0,0,0,0,DOH000000000002804,0,2,0,0,2818
MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES COOPERATI,2020-04-17 7:17:58,2020-04-17 7:17:58,2020-04-17,0,0,0,0,DOH000000000002804,0,2,0,0,780
MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES COOPERATI,2020-04-18 7:52:09,2020-04-18 7:52:09,2020-04-18,0,0,0,0,DOH000000000002804,0,2,0,0,1725
EDIBORAH P. YAP MEMORIAL HOSPITAL,2020-04-17 8:14:15,2020-04-17 8:14:15,2020-04-17,0,0,0,0,DOH000000000002808,0,6,0,0,953
EDIBORAH P. YAP MEMORIAL HOSPITAL,2020-04-18 8:17:01,2020-04-18 8:17:01,2020-04-18,0,0,0,0,DOH000000000002808,0,6,0,0,1863
EDIBORAH P. YAP MEMORIAL HOSPITAL,2020-04-19 7:57:28,2020-04-19 7:57:28,2020-04-19,0,0,0,0,DOH000000000002808,0,6,0,0,2624
EDIBORAH P. YAP MEMORIAL HOSPITAL,2020-04-16 9:42:03,2020-04-16 9:42:03,2020-04-16,0,0,0,0,DOH000000000002808,0,6,0,0,310
NUEVA VALENCIA DISTRICT HOSPITAL,2020-04-16 10:34:54,2020-04-16 10:34:54,2020-04-16,0,0,0,0,DOH000000000002810,0,2,0,0,371
NUEVA VALENCIA DISTRICT HOSPITAL,2020-04-17 11:03:36,2020-04-17 11:03:36,2020-04-17,0,0,0,0,DOH000000000002810,0,2,0,0,1310
POZORRUBIO COMMUNITY HOSPITAL,2020-04-19 8:55:51,2020-04-19 8:55:51,2020-04-19,0,0,0,0,DOH000000000002819,0,0,0,0,2863
POZORRUBIO COMMUNITY HOSPITAL,2020-04-16 13:03:49,2020-04-16 13:03:49,2020-04-16,0,0,0,0,DOH000000000002819,0,0,0,0,496
POZORRUBIO COMMUNITY HOSPITAL,2020-04-17 8:31:08,2020-04-17 8:31:08,2020-04-17,0,0,0,0,DOH000000000002819,0,0,0,0,1029
POZORRUBIO COMMUNITY HOSPITAL,2020-04-18 8:27:02,2020-04-18 8:27:02,2020-04-18,0,0,0,0,DOH000000000002819,0,0,0,0,1913
TARANGNAN COMMUNITY HOSPITAL,2020-04-18 9:19:33,2020-04-18 9:19:33,2020-04-18,0,0,1,0,DOH000000000002825,0,4,0,0,2048
TARANGNAN COMMUNITY HOSPITAL,2020-04-16 17:29:39,2020-04-16 17:29:39,2020-04-16,0,0,1,0,DOH000000000002825,0,4,0,0,684
TARANGNAN COMMUNITY HOSPITAL,2020-04-19 9:29:10,2020-04-19 9:29:10,2020-04-19,0,0,0,0,DOH000000000002825,0,5,0,0,2923
TARANGNAN COMMUNITY HOSPITAL,2020-04-17 8:40:44,2020-04-17 8:40:44,2020-04-17,0,0,1,0,DOH000000000002825,0,4,0,0,1074
LT. TIDANG MEMORIAL HOSPITAL,2020-04-17 8:14:03,2020-04-17 8:14:03,2020-04-17,0,0,0,0,DOH000000000002828,0,3,0,0,951
LT. TIDANG MEMORIAL HOSPITAL,2020-04-18 10:57:11,2020-04-18 10:57:11,2020-04-18,0,0,0,0,DOH000000000002828,0,3,0,0,2168
LT. TIDANG MEMORIAL HOSPITAL,2020-04-19 8:55:21,2020-04-19 8:55:21,2020-04-19,0,0,0,0,DOH000000000002828,0,3,0,0,2860
LT. TIDANG MEMORIAL HOSPITAL,2020-04-16 10:03:27,2020-04-16 10:03:27,2020-04-16,0,0,0,0,DOH000000000002828,0,3,0,0,338
HERAMIL HOSPITAL,2020-04-17 10:03:14,2020-04-17 10:03:14,2020-04-17,0,0,0,0,DOH000000000002831,0,0,0,0,1236
HERAMIL HOSPITAL,2020-04-18 9:17:37,2020-04-18 9:17:37,2020-04-18,0,0,0,0,DOH000000000002831,0,0,0,0,2046
HERAMIL HOSPITAL,2020-04-19 12:19:15,2020-04-19 12:19:15,2020-04-19,0,0,0,0,DOH000000000002831,0,0,0,0,3112
HERAMIL HOSPITAL,2020-04-16 13:51:03,2020-04-16 13:51:03,2020-04-16,0,0,0,0,DOH000000000002831,0,0,0,0,529
JABONGA MUNICIPAL HOSPITAL,2020-04-19 8:50:57,2020-04-19 8:50:57,2020-04-19,0,0,0,0,DOH000000000002843,0,0,0,0,2844
JABONGA MUNICIPAL HOSPITAL,2020-04-18 16:29:04,2020-04-18 16:29:04,2020-04-18,0,0,0,0,DOH000000000002843,0,0,0,0,2378
DAVAO DEL NORTE HOSPITAL ( CARMEN ZONE),2020-04-17 9:49:33,2020-04-17 9:49:33,2020-04-17,0,0,0,0,DOH000000000002848,0,0,0,0,1219
ALAMADA PROVINCIAL COMMUNITY HOSP.,2020-04-16 13:16:10,2020-04-16 13:16:10,2020-04-16,0,0,0,0,DOH000000000002850,0,0,0,0,504
ALAMADA PROVINCIAL COMMUNITY HOSP.,2020-04-19 12:20:32,2020-04-19 12:20:32,2020-04-19,0,0,0,0,DOH000000000002850,0,0,0,0,3114
ALAMADA PROVINCIAL COMMUNITY HOSP.,2020-04-17 12:52:25,2020-04-17 12:52:25,2020-04-17,0,0,0,0,DOH000000000002850,0,0,0,0,1391
SOCORRO DISTRICT HOSPITAL,2020-04-16 7:31:36,2020-04-16 7:31:36,2020-04-16,0,0,0,0,DOH000000000002851,0,0,0,0,76
SOCORRO DISTRICT HOSPITAL,2020-04-19 10:50:40,2020-04-19 10:50:40,2020-04-19,0,0,0,0,DOH000000000002851,0,0,0,0,3028
SOCORRO DISTRICT HOSPITAL,2020-04-17 7:27:34,2020-04-17 7:27:34,2020-04-17,0,0,0,0,DOH000000000002851,0,0,0,0,792
SOCORRO DISTRICT HOSPITAL,2020-04-18 8:29:31,2020-04-18 8:29:31,2020-04-18,0,0,0,0,DOH000000000002851,0,0,0,0,1919
TUDELA MUNICIPAL HOSPITAL,2020-04-19 10:49:58,2020-04-19 10:49:58,2020-04-19,0,0,0,0,DOH000000000002853,0,2,0,0,3026
UMINGAN COMMUNITY HOSPITAL,2020-04-16 15:42:52,2020-04-16 15:42:52,2020-04-16,0,0,0,0,DOH000000000002854,0,3,0,0,622
UMINGAN COMMUNITY HOSPITAL,2020-04-17 8:02:59,2020-04-17 8:02:59,2020-04-17,0,0,0,0,DOH000000000002854,0,3,0,0,886
UMINGAN COMMUNITY HOSPITAL,2020-04-18 16:09:19,2020-04-18 8:16:55,2020-04-18,0,0,0,0,DOH000000000002854,0,3,0,0,1862
UMINGAN COMMUNITY HOSPITAL,2020-04-19 11:59:26,2020-04-19 7:59:47,2020-04-19,0,0,0,0,DOH000000000002854,0,3,0,0,2633
CANDON GENERAL HOSPITAL,2020-04-17 9:10:39,2020-04-17 9:10:39,2020-04-17,0,0,0,0,DOH000000000002871,0,0,0,0,1150
CANDON GENERAL HOSPITAL,2020-04-16 16:17:44,2020-04-16 16:17:44,2020-04-16,0,0,0,0,DOH000000000002871,0,0,0,0,649
CANDON GENERAL HOSPITAL,2020-04-18 19:09:52,2020-04-18 19:09:52,2020-04-18,0,0,0,0,DOH000000000002871,0,0,0,0,2421
CANDON GENERAL HOSPITAL,2020-04-19 9:35:03,2020-04-19 9:35:03,2020-04-19,0,0,0,0,DOH000000000002871,0,0,0,0,2934
DECENA GENERAL HOSPITAL,2020-04-16 11:52:35,2020-04-16 11:52:35,2020-04-16,0,0,0,0,DOH000000000002879,0,1,0,0,441
DECENA GENERAL HOSPITAL,2020-04-17 8:06:24,2020-04-17 8:06:24,2020-04-17,0,0,0,0,DOH000000000002879,0,1,0,0,904
CABREDO GENERAL HOSPITAL,2020-04-19 7:48:13,2020-04-19 7:48:13,2020-04-19,0,0,0,0,DOH000000000002881,0,0,0,0,2583
CABREDO GENERAL HOSPITAL,2020-04-18 7:55:57,2020-04-18 7:55:57,2020-04-18,0,0,0,0,DOH000000000002881,0,0,0,0,1735
CABREDO GENERAL HOSPITAL,2020-04-17 8:36:53,2020-04-17 8:36:53,2020-04-17,0,0,0,0,DOH000000000002881,0,0,0,0,1055
CABREDO GENERAL HOSPITAL,2020-04-16 9:17:56,2020-04-16 9:17:56,2020-04-16,0,0,0,0,DOH000000000002881,0,0,0,0,282
ZAMBOANGA SIBUGAY PROVINCIAL HOSPITAL,2020-04-19 8:15:17,2020-04-19 8:15:17,2020-04-19,0,0,0,0,DOH000000000002910,0,0,0,0,2714
ZAMBOANGA SIBUGAY PROVINCIAL HOSPITAL,2020-04-16 12:23:54,2020-04-16 12:23:54,2020-04-16,0,0,0,0,DOH000000000002910,0,0,0,0,471
ZAMBOANGA SIBUGAY PROVINCIAL HOSPITAL,2020-04-17 12:16:13,2020-04-17 12:16:13,2020-04-17,0,0,0,0,DOH000000000002910,0,0,0,0,1369
