cfname,updateddate,addeddate,beds_ward_v,id,hfhudcode,icu_o,isolbed_v,reportdate,isolbed_o,mechvent_o,mechvent_v,beds_ward_o,icu_v
GEN. MACARTHUR MUNICIPAL HOSPITAL,2020-04-17 10:09:12,2020-04-17 9:23:13,0,1170,DOH000000000003449,0,0,2020-04-17,0,0,0,0,0
GEN. MACARTHUR MUNICIPAL HOSPITAL,2020-04-16 10:47:35,2020-04-16 10:47:35,0,386,DOH000000000003449,0,0,2020-04-16,0,0,0,0,0
CAMP LUKBAN STATION HOSPITAL,2020-04-16 14:18:14,2020-04-16 14:18:14,0,556,DOH000000000003468,0,4,2020-04-16,0,0,0,0,0
SAN ANDRES MUNICIPAL HOSPITAL,2020-04-17 8:18:36,2020-04-17 8:18:36,0,976,DOH000000000003490,0,5,2020-04-17,0,0,0,0,0
SAN ANDRES MUNICIPAL HOSPITAL,2020-04-16 10:03:35,2020-04-16 10:03:35,0,339,DOH000000000003490,0,5,2020-04-16,0,0,0,0,0
Bongabon District Hospital,2020-04-17 8:03:00,2020-04-17 8:03:00,1,887,DOH000000000003492,0,1,2020-04-17,0,0,0,0,1
MOUNT OF BLESSINGS HOSPITAL,2020-04-16 15:57:19,2020-04-16 15:57:19,4,631,DOH000000000003496,0,5,2020-04-16,0,0,0,0,0
CAMP MELCHOR F. DELA CRUZ STATION HOSPITAL,2020-04-16 11:39:56,2020-04-16 11:39:56,0,423,DOH000000000003521,0,7,2020-04-16,0,0,0,0,0
CAMP MELCHOR F. DELA CRUZ STATION HOSPITAL,2020-04-15 17:06:23,2020-04-15 17:06:23,0,1,DOH000000000003521,0,0,2020-04-15,0,0,0,0,0
PRIETO DIAZ MUNICIPAL HOSPITAL,2020-04-17 11:41:45,2020-04-17 11:41:45,0,1346,DOH000000000003547,0,0,2020-04-17,0,0,0,0,0
PRIETO DIAZ MUNICIPAL HOSPITAL,2020-04-16 8:16:09,2020-04-16 8:16:09,0,153,DOH000000000003547,0,0,2020-04-16,0,0,0,0,0
PALAWAN BAPTIST HOSPITAL,2020-04-16 16:50:10,2020-04-16 16:50:10,0,668,DOH000000000003553,0,2,2020-04-16,0,0,0,0,0
PUYAOAN GENERAL HOSPITAL,2020-04-17 9:12:53,2020-04-17 9:12:53,0,1154,DOH000000000003554,0,2,2020-04-17,0,0,0,0,0
PUYAOAN GENERAL HOSPITAL,2020-04-16 8:04:40,2020-04-16 8:04:40,0,124,DOH000000000003554,0,2,2020-04-16,0,0,0,0,0
LILOAN COMMUNITY HOSPITAL,2020-04-16 7:41:31,2020-04-16 7:41:31,0,87,DOH000000000003557,0,1,2020-04-16,0,0,0,0,0
LUCENA MMG GENERAL HOSPITAL,2020-04-17 11:27:03,2020-04-17 11:27:03,0,1335,DOH000000000003558,0,1,2020-04-17,0,0,0,0,0
MANUEL J. SANTOS HOSPITAL,2020-04-17 8:01:06,2020-04-17 8:01:06,0,877,DOH000000000003561,0,0,2020-04-17,0,0,0,0,0
TRIFON SAILE MEMORIAL HOSPITAL,2020-04-16 13:18:36,2020-04-16 13:18:36,0,506,DOH000000000003562,0,4,2020-04-16,0,0,0,0,0
TRIFON SAILE MEMORIAL HOSPITAL,2020-04-17 7:17:02,2020-04-17 7:17:02,0,778,DOH000000000003562,0,4,2020-04-17,0,0,0,0,0
LANAO DEL NORTE PROVINCIAL HOSPITAL,2020-04-16 7:10:53,2020-04-16 7:10:53,0,46,DOH000000000003623,0,5,2020-04-16,0,0,0,0,0
LANAO DEL NORTE PROVINCIAL HOSPITAL,2020-04-17 7:28:54,2020-04-17 7:28:54,0,795,DOH000000000003623,0,5,2020-04-17,0,0,0,0,0
LANDERO CLINIC AND HOSPITAL,2020-04-17 12:53:32,2020-04-17 12:53:32,0,1392,DOH000000000003624,0,6,2020-04-17,0,0,0,0,0
LANDERO CLINIC AND HOSPITAL,2020-04-16 14:49:04,2020-04-16 14:49:04,0,582,DOH000000000003624,0,5,2020-04-16,1,0,0,0,0
MISAMIS UNIVERSITY MEDICAL CENTER,2020-04-17 7:58:40,2020-04-17 7:58:40,0,864,DOH000000000003625,0,1,2020-04-17,0,0,0,0,1
NUEVA VIZCAYA PROVINCIAL HOSPITAL,2020-04-17 8:37:26,2020-04-17 8:37:26,0,1060,DOH000000000003667,0,2,2020-04-17,8,0,0,0,0
"DE CASTRO HOSPITAL FOUNDATION, INC.",2020-04-17 6:36:57,2020-04-17 6:36:57,0,745,DOH000000000003669,0,0,2020-04-17,0,0,0,0,0
"DE CASTRO HOSPITAL FOUNDATION, INC.",2020-04-16 6:42:41,2020-04-16 6:42:41,0,31,DOH000000000003669,0,0,2020-04-16,0,0,0,0,0
"DR. NILO O. ROA MEMORIAL FOUNDATION HOSPITAL, INC.",2020-04-16 8:34:54,2020-04-16 8:34:54,2,192,DOH000000000003671,0,3,2020-04-16,0,0,0,0,0
"DR. NILO O. ROA MEMORIAL FOUNDATION HOSPITAL, INC.",2020-04-17 11:28:52,2020-04-17 11:28:52,2,1337,DOH000000000003671,0,3,2020-04-17,0,0,0,0,0
MARAMAG MEDICLINIC HOSPITAL AND LABORATORY,2020-04-16 14:29:06,2020-04-16 14:29:06,1,567,DOH000000000003673,0,1,2020-04-16,0,0,0,0,0
MARANDING COMMUNITY HOSPITAL,2020-04-16 13:14:30,2020-04-16 13:14:30,0,503,DOH000000000003674,0,0,2020-04-16,0,0,0,0,0
MARANDING COMMUNITY HOSPITAL,2020-04-17 9:07:02,2020-04-17 9:07:02,0,1146,DOH000000000003674,0,0,2020-04-17,0,0,0,0,0
ST. MICHAEL GENERAL HOSPITAL,2020-04-16 7:37:40,2020-04-16 7:37:40,0,83,DOH000000000003704,0,0,2020-04-16,0,0,0,0,0
ST. MICHAEL GENERAL HOSPITAL,2020-04-17 8:02:52,2020-04-17 8:02:52,0,885,DOH000000000003704,0,0,2020-04-17,0,0,0,0,0
GOZO COMMUNITY HOSPITAL,2020-04-16 8:40:57,2020-04-16 8:40:57,0,207,DOH000000000003714,0,0,2020-04-16,0,0,0,0,0
GOZO COMMUNITY HOSPITAL,2020-04-17 9:07:09,2020-04-17 9:07:09,0,1147,DOH000000000003714,0,0,2020-04-17,0,0,0,0,0
SURALLAH COMMUNITY HOSPITAL,2020-04-16 16:45:43,2020-04-16 16:45:43,0,664,DOH000000000003717,0,0,2020-04-16,0,0,0,0,0
SURALLAH COMMUNITY HOSPITAL,2020-04-17 8:39:48,2020-04-17 8:39:48,0,1069,DOH000000000003717,0,0,2020-04-17,0,0,0,0,0
MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES COOPERATI,2020-04-17 9:47:45,2020-04-17 9:47:45,0,1215,DOH000000000003751,0,0,2020-04-17,0,0,0,0,0
MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES COOPERATI,2020-04-16 13:13:13,2020-04-16 13:13:13,0,502,DOH000000000003751,0,0,2020-04-16,0,0,0,0,0
NAGUILIAN DISTRICT HOSPITAL,2020-04-16 15:59:29,2020-04-16 15:59:29,0,633,DOH000000000003757,0,0,2020-04-16,4,0,0,0,0
NAGUILIAN DISTRICT HOSPITAL,2020-04-17 8:20:34,2020-04-17 8:20:34,0,982,DOH000000000003757,0,0,2020-04-17,4,0,0,0,0
CARAGA HOSPITAL INFANT CARE & LYING-IN CENTER,2020-04-17 12:40:16,2020-04-17 12:40:16,0,1380,DOH000000000003761,0,0,2020-04-17,0,0,0,0,0
BURAUEN DISTRICT HOSPITAL,2020-04-16 13:12:08,2020-04-16 13:12:08,7,501,DOH000000000003763,0,7,2020-04-16,0,0,0,0,0
BURAUEN DISTRICT HOSPITAL,2020-04-17 8:59:05,2020-04-17 8:59:05,7,1131,DOH000000000003763,0,7,2020-04-17,0,0,0,0,0
BONGCAS HOLY CHILD HOSPITAL,2020-04-16 11:19:28,2020-04-16 11:19:28,0,407,DOH000000000003764,0,0,2020-04-16,0,0,0,0,0
BONGCAS HOLY CHILD HOSPITAL,2020-04-17 8:47:16,2020-04-17 8:47:16,0,1091,DOH000000000003764,0,0,2020-04-17,0,0,0,0,0
"BUTUAN DOCTORS? HOSPITAL AND COLLEGE, INCORPORATED",2020-04-16 11:42:48,2020-04-16 11:14:22,0,403,DOH000000000003769,1,5,2020-04-16,0,1,0,0,0
"BUTUAN DOCTORS? HOSPITAL AND COLLEGE, INCORPORATED",2020-04-17 8:10:58,2020-04-17 8:10:58,0,932,DOH000000000003769,0,5,2020-04-17,0,0,0,0,0
CAMP EVANGELISTA STATION HOSPITAL,2020-04-17 9:28:16,2020-04-17 9:28:16,0,1178,DOH000000000003778,0,15,2020-04-17,0,0,0,0,0
CAMP EVANGELISTA STATION HOSPITAL,2020-04-16 9:54:34,2020-04-16 9:54:34,0,323,DOH000000000003778,0,15,2020-04-16,0,0,0,0,0
CAPALONGA MEDICARE AND COMMUNITY HOSPITAL,2020-04-17 6:26:59,2020-04-17 6:26:59,0,742,DOH000000000003783,0,0,2020-04-17,0,0,0,0,0
CAPALONGA MEDICARE AND COMMUNITY HOSPITAL,2020-04-16 5:40:12,2020-04-16 5:40:12,0,15,DOH000000000003783,0,0,2020-04-16,0,0,0,0,0
BONTILAO COUNTRY HOSPITAL,2020-04-17 7:57:05,2020-04-17 7:57:05,1,860,DOH000000000003785,0,0,2020-04-17,0,0,0,0,0
SAN MIGUEL COMMUNITY HOSPITAL,2020-04-17 8:13:38,2020-04-17 8:13:38,0,949,DOH000000000003787,0,3,2020-04-17,0,0,0,0,0
SAN MIGUEL COMMUNITY HOSPITAL,2020-04-16 9:27:38,2020-04-16 9:27:38,0,295,DOH000000000003787,0,3,2020-04-16,0,0,0,0,0
CAVITE MEDICAL CENTER,2020-04-17 10:58:16,2020-04-17 10:52:06,0,1295,DOH000000000003802,1,0,2020-04-17,1,1,0,1,0
BUKIDNON PROVINCIAL HOSPITAL - SAN FERNANDO,2020-04-17 7:54:07,2020-04-17 7:54:07,0,852,DOH000000000003810,0,7,2020-04-17,0,0,0,0,0
BUKIDNON PROVINCIAL HOSPITAL - SAN FERNANDO,2020-04-16 9:03:56,2020-04-16 9:03:56,0,258,DOH000000000003810,0,0,2020-04-16,0,0,0,0,0
DUPAX DISTRICT HOSPITAL,2020-04-16 11:04:09,2020-04-16 11:04:09,0,398,DOH000000000003818,0,5,2020-04-16,0,0,0,0,0
DUPAX DISTRICT HOSPITAL,2020-04-17 8:51:45,2020-04-17 8:51:45,0,1106,DOH000000000003818,0,5,2020-04-17,0,0,0,0,0
CATAINGAN DISTRICT HOSPITAL,2020-04-16 7:15:25,2020-04-16 7:15:25,0,51,DOH000000000003831,0,3,2020-04-16,0,0,0,0,0
CATAINGAN DISTRICT HOSPITAL,2020-04-17 8:35:47,2020-04-17 8:35:47,0,1049,DOH000000000003831,0,3,2020-04-17,0,0,0,0,0
CORON DISTRICT HOSPITAL,2020-04-17 7:53:28,2020-04-17 7:53:28,1,850,DOH000000000003832,0,0,2020-04-17,0,0,0,0,0
CORON DISTRICT HOSPITAL,2020-04-16 9:36:23,2020-04-16 9:36:23,0,304,DOH000000000003832,0,1,2020-04-16,0,0,0,0,0
BATO MATERNITY & CHILDREN'S HOSPITAL,2020-04-17 8:02:00,2020-04-17 8:02:00,0,882,DOH000000000003862,0,2,2020-04-17,0,0,0,0,1
BATO MATERNITY & CHILDREN'S HOSPITAL,2020-04-16 11:32:47,2020-04-16 11:32:47,0,418,DOH000000000003862,0,2,2020-04-16,0,0,0,0,1
CAGRARAY DISTRICT HOSPITAL,2020-04-17 7:07:21,2020-04-17 7:07:21,0,767,DOH000000000003863,0,0,2020-04-17,0,0,0,0,0
CAGRARAY DISTRICT HOSPITAL,2020-04-16 6:40:08,2020-04-16 6:40:08,0,28,DOH000000000003863,0,0,2020-04-16,0,0,0,0,0
TABLAS DOCTORS HOSPITAL,2020-04-16 11:30:49,2020-04-16 11:30:49,0,416,DOH000000000003877,0,1,2020-04-16,0,0,0,0,0
ST. VINCENT'S MEDICAL CLINIC - HINUNDAYAN,2020-04-17 12:18:47,2020-04-17 12:18:47,0,1370,DOH000000000003885,0,0,2020-04-17,0,0,0,0,0
ST. VINCENT'S MEDICAL CLINIC - HINUNDAYAN,2020-04-16 12:08:18,2020-04-16 12:08:18,0,455,DOH000000000003885,0,0,2020-04-16,0,0,0,0,0
LIANGA DISTRICT HOSPITAL,2020-04-16 7:19:19,2020-04-16 7:19:19,0,56,DOH000000000003928,0,5,2020-04-16,0,0,0,0,0
LIANGA DISTRICT HOSPITAL,2020-04-17 7:10:33,2020-04-17 7:10:33,0,770,DOH000000000003928,0,8,2020-04-17,0,0,0,0,0
MAITUM MUNICIPAL HOSPITAL,2020-04-16 11:26:55,2020-04-16 11:26:55,0,412,DOH000000000003939,0,0,2020-04-16,0,0,0,0,0
TOLENTINO CLINIC AND HOSPITAL,2020-04-16 11:41:05,2020-04-16 11:41:05,0,426,DOH000000000003958,0,0,2020-04-16,0,0,0,0,0
TOLENTINO CLINIC AND HOSPITAL,2020-04-17 8:16:30,2020-04-17 8:16:30,0,962,DOH000000000003958,0,0,2020-04-17,0,0,0,0,0
PREMIERE MEDICAL CENTER,2020-04-16 9:50:53,2020-04-16 9:50:53,0,321,DOH000000000003960,2,1,2020-04-16,0,2,0,0,2
NUESTRO ESPIRITU MEDICAL-SURGICAL AND DIAGNOSTIC CLINIC,2020-04-16 17:17:09,2020-04-16 17:17:09,0,681,DOH000000000003975,0,1,2020-04-16,0,0,0,0,0
NUESTRO ESPIRITU MEDICAL-SURGICAL AND DIAGNOSTIC CLINIC,2020-04-17 13:50:42,2020-04-17 13:50:42,0,1426,DOH000000000003975,0,0,2020-04-17,0,0,0,0,0
PAZZU MEDICAL CLINIC,2020-04-17 9:36:50,2020-04-17 9:36:50,0,1194,DOH000000000003985,0,0,2020-04-17,0,0,0,0,0
ROSARY OF VIRGIN MARY HOSPITAL,2020-04-17 6:00:10,2020-04-17 6:00:10,0,728,DOH000000000003986,0,0,2020-04-17,0,0,0,0,0
ROSARY OF VIRGIN MARY HOSPITAL,2020-04-16 5:05:15,2020-04-16 5:05:15,0,13,DOH000000000003986,0,0,2020-04-16,0,0,0,0,0
TUBURAN DISTRICT HOSPITAL,2020-04-16 8:59:44,2020-04-16 8:59:44,0,251,DOH000000000003993,0,5,2020-04-16,0,0,0,0,0
TUBURAN DISTRICT HOSPITAL,2020-04-17 9:15:10,2020-04-17 9:15:10,0,1159,DOH000000000003993,0,5,2020-04-17,0,0,0,0,0
CEBU PROVINCIAL HOSPITAL (BALAMBAN),2020-04-17 7:59:13,2020-04-17 7:59:13,0,870,DOH000000000004009,0,6,2020-04-17,3,0,0,0,0
CEBU PROVINCIAL HOSPITAL (BALAMBAN),2020-04-16 8:06:06,2020-04-16 8:06:06,0,131,DOH000000000004009,0,0,2020-04-16,0,0,0,0,0
ILOCOS SUR DISTRICT HOSPITAL - NARVACAN,2020-04-16 17:30:55,2020-04-16 17:30:55,0,685,DOH000000000004036,0,3,2020-04-16,1,0,0,0,0
ILOCOS SUR DISTRICT HOSPITAL - NARVACAN,2020-04-17 12:33:58,2020-04-17 9:30:29,0,1182,DOH000000000004036,0,1,2020-04-17,3,0,0,0,0
ITBAYAT DISTRICT HOSPITAL,2020-04-16 9:23:24,2020-04-16 9:23:24,8,291,DOH000000000004052,0,8,2020-04-16,0,0,0,0,0
ITBAYAT DISTRICT HOSPITAL,2020-04-17 12:45:15,2020-04-17 12:45:15,8,1387,DOH000000000004052,0,8,2020-04-17,0,0,0,0,0
RAPU-RAPU DISTRICT HOSPITAL,2020-04-17 12:42:48,2020-04-17 12:42:48,0,1382,DOH000000000004054,0,0,2020-04-17,0,0,0,0,0
RAPU-RAPU DISTRICT HOSPITAL,2020-04-16 14:13:55,2020-04-16 14:13:55,0,553,DOH000000000004054,0,0,2020-04-16,0,0,0,0,0
MATALOM COMMUNITY HOSPITAL,2020-04-17 8:06:13,2020-04-17 8:06:13,0,903,DOH000000000004056,0,0,2020-04-17,0,0,0,0,0
MATALOM COMMUNITY HOSPITAL,2020-04-16 11:59:58,2020-04-16 11:59:58,0,448,DOH000000000004056,0,0,2020-04-16,0,0,0,0,0
CORPUZ CLINIC AND HOSPITAL,2020-04-16 11:41:00,2020-04-16 11:41:00,0,425,DOH000000000004075,0,0,2020-04-16,0,0,0,0,0
CORPUZ CLINIC AND HOSPITAL,2020-04-17 8:05:54,2020-04-17 8:05:54,0,900,DOH000000000004075,0,0,2020-04-17,0,0,0,0,0
"ADVENTIST HOSPITAL-DAVAO, INC.",2020-04-16 9:02:58,2020-04-16 9:02:58,0,257,DOH000000000004076,0,1,2020-04-16,0,0,0,0,0
"ADVENTIST HOSPITAL-DAVAO, INC.",2020-04-17 8:01:22,2020-04-17 8:01:22,0,879,DOH000000000004076,0,0,2020-04-17,0,0,0,0,1
HOSPITAL OF THE HOLY CROSS,2020-04-16 16:47:45,2020-04-16 16:47:45,4,667,DOH000000000004095,0,1,2020-04-16,0,0,0,0,0
TICAO DISTRICT HOSPITAL,2020-04-16 6:48:48,2020-04-16 6:48:48,2,36,DOH000000000004122,0,15,2020-04-16,0,0,0,0,0
TICAO DISTRICT HOSPITAL,2020-04-17 6:09:23,2020-04-17 6:09:23,2,732,DOH000000000004122,0,15,2020-04-17,0,0,0,0,0
LEONCIO GENERAL HOSPITAL,2020-04-16 8:48:28,2020-04-16 8:48:28,0,230,DOH000000000004148,0,3,2020-04-16,0,0,0,0,0
LEONCIO GENERAL HOSPITAL,2020-04-17 8:47:09,2020-04-17 8:47:09,0,1090,DOH000000000004148,0,3,2020-04-17,0,0,0,0,0
CONG. LAMBERTO L. MACIAS MEMORIAL HOSPITAL,2020-04-17 10:37:33,2020-04-17 10:37:33,0,1283,DOH000000000004185,0,6,2020-04-17,0,0,0,0,0
CONG. LAMBERTO L. MACIAS MEMORIAL HOSPITAL,2020-04-16 14:12:12,2020-04-16 14:12:12,0,550,DOH000000000004185,0,6,2020-04-16,0,0,0,0,0
TEODORO B. GALAGAR DISTRICT HOSPITAL,2020-04-17 12:12:01,2020-04-17 12:12:01,0,1367,DOH000000000004186,0,0,2020-04-17,6,0,0,0,0
TEODORO B. GALAGAR DISTRICT HOSPITAL,2020-04-16 12:13:22,2020-04-16 12:13:22,0,459,DOH000000000004186,0,6,2020-04-16,2,0,0,0,0
MANDAUE CITY HOSPITAL,2020-04-16 10:06:26,2020-04-16 10:06:26,5,340,DOH000000000004201,0,0,2020-04-16,0,0,0,3,0
MANDAUE CITY HOSPITAL,2020-04-17 9:35:34,2020-04-17 9:35:34,4,1192,DOH000000000004201,0,0,2020-04-17,0,0,0,4,0
JANUARIA MARCIAL  MEMORIAL HOSPITAL,2020-04-17 8:22:06,2020-04-17 8:22:06,0,992,DOH000000000004203,0,1,2020-04-17,0,0,0,0,0
JANUARIA MARCIAL  MEMORIAL HOSPITAL,2020-04-16 11:38:42,2020-04-16 11:38:42,0,420,DOH000000000004203,0,1,2020-04-16,0,0,0,0,0
RAGAY DISTRICT HOSPITAL,2020-04-17 7:34:54,2020-04-17 7:34:54,0,811,DOH000000000004213,0,0,2020-04-17,0,0,0,0,0
RAGAY DISTRICT HOSPITAL,2020-04-16 8:16:12,2020-04-16 8:16:12,0,154,DOH000000000004213,0,0,2020-04-16,0,0,0,0,0
"NUESTRO SE?OR STO. NI?O HOSPITAL, INC.",2020-04-17 8:34:49,2020-04-17 8:34:49,0,1041,DOH000000000004232,0,0,2020-04-17,0,0,0,0,0
"NUESTRO SE?OR STO. NI?O HOSPITAL, INC.",2020-04-16 8:35:30,2020-04-16 8:35:30,0,194,DOH000000000004232,0,0,2020-04-16,0,0,0,0,0
OUR LADY OF FATIMA HOSPITAL,2020-04-17 11:44:21,2020-04-17 11:44:21,0,1348,DOH000000000004244,0,0,2020-04-17,0,0,0,0,0
OUR LADY OF FATIMA HOSPITAL,2020-04-16 9:24:00,2020-04-16 9:24:00,0,292,DOH000000000004244,0,0,2020-04-16,0,0,0,0,0
DR. SOFRONIO B. GARCIA MEMORIAL HOSPITAL,2020-04-16 6:46:20,2020-04-16 6:46:20,0,32,DOH000000000004256,0,0,2020-04-16,0,0,0,0,0
DR. SOFRONIO B. GARCIA MEMORIAL HOSPITAL,2020-04-17 6:47:09,2020-04-17 6:47:09,0,750,DOH000000000004256,0,0,2020-04-17,0,0,0,0,0
JUDGE CELESTINO GUERRERO MEMORIAL HOSPITAL,2020-04-17 9:03:44,2020-04-17 9:03:44,0,1138,DOH000000000004267,0,0,2020-04-17,0,0,0,0,0
JUDGE CELESTINO GUERRERO MEMORIAL HOSPITAL,2020-04-16 11:53:59,2020-04-16 11:53:59,0,442,DOH000000000004267,0,0,2020-04-16,0,0,0,0,0
MANAOAG COMMUNITY HOSPITAL,2020-04-17 8:07:10,2020-04-17 8:07:10,2,908,DOH000000000004280,0,2,2020-04-17,0,0,0,0,0
BAYUGAN JM YAP STO. NINO HOSPITAL,2020-04-16 9:00:44,2020-04-16 9:00:44,0,256,DOH000000000004291,0,2,2020-04-16,0,0,0,0,0
BAYUGAN JM YAP STO. NINO HOSPITAL,2020-04-17 9:13:53,2020-04-17 9:13:53,0,1157,DOH000000000004291,0,2,2020-04-17,0,0,0,0,0
ISIP GENERAL HOSPITAL,2020-04-17 7:13:14,2020-04-17 7:13:14,0,774,DOH000000000004306,0,0,2020-04-17,0,0,0,0,0
ISIP GENERAL HOSPITAL,2020-04-16 12:55:37,2020-04-16 12:55:37,0,489,DOH000000000004306,0,0,2020-04-16,0,0,0,0,0
"NUEVA ECIJA GOOD SAMARITAN HEALTH SYSTEM, INC.",2020-04-16 18:08:43,2020-04-16 18:08:43,0,698,DOH000000000004316,0,0,2020-04-16,7,3,0,0,0
BAYAMBANG DISTRICT HOSPITAL,2020-04-17 8:04:51,2020-04-17 8:04:51,0,894,DOH000000000004320,0,0,2020-04-17,0,0,0,0,0
BAYAMBANG DISTRICT HOSPITAL,2020-04-16 12:21:34,2020-04-16 12:21:34,0,469,DOH000000000004320,0,2,2020-04-16,1,0,0,0,0
CAMP GENERAL ARTEMIO RICARTE STATION HOSPITAL,2020-04-16 12:49:20,2020-04-16 12:49:20,0,485,DOH000000000004329,0,2,2020-04-16,0,0,0,0,0
CAMP GENERAL ARTEMIO RICARTE STATION HOSPITAL,2020-04-17 8:42:07,2020-04-17 8:42:07,0,1080,DOH000000000004329,0,2,2020-04-17,0,0,0,0,0
FRANCO CLINIC AND HOSPITAL,2020-04-17 13:54:30,2020-04-17 13:54:30,0,1431,DOH000000000004332,0,0,2020-04-17,0,0,0,0,0
DON CARLOS DOCTORS HOSPITAL,2020-04-16 10:15:25,2020-04-16 10:15:25,0,351,DOH000000000004340,0,0,2020-04-16,0,0,0,0,0
DON CARLOS DOCTORS HOSPITAL,2020-04-17 8:31:25,2020-04-17 8:31:25,0,1030,DOH000000000004340,0,0,2020-04-17,0,0,0,0,0
BALLESTEROS DISTRICT HOSPITAL,2020-04-17 8:35:32,2020-04-17 8:35:32,2,1046,DOH000000000004346,0,2,2020-04-17,0,0,0,0,0
BALLESTEROS DISTRICT HOSPITAL,2020-04-16 10:17:19,2020-04-16 10:17:19,2,352,DOH000000000004346,0,2,2020-04-16,0,0,0,0,0
LIBMANAN DISTRICT HOSPITAL,2020-04-17 6:50:37,2020-04-17 6:50:37,0,752,DOH000000000004362,0,0,2020-04-17,0,0,0,0,0
LIBMANAN DISTRICT HOSPITAL,2020-04-16 6:38:49,2020-04-16 6:38:49,0,27,DOH000000000004362,0,3,2020-04-16,0,0,0,0,0
ALABANG MEDICAL CLINIC - LAS PIÑAS BRANCH,2020-04-16 9:00:07,2020-04-16 9:00:07,0,252,DOH000000000004395,0,0,2020-04-16,0,0,0,0,0
DR. DOMINGO S. DE LEON GENERAL HOSPITAL,2020-04-17 10:02:58,2020-04-17 10:02:58,0,1235,DOH000000000004403,0,0,2020-04-17,0,0,0,0,0
GALINATO FAMILY CLINIC AND HOSPITAL,2020-04-17 9:21:37,2020-04-17 9:21:37,0,1168,DOH000000000004405,0,2,2020-04-17,0,0,0,0,0
GALINATO FAMILY CLINIC AND HOSPITAL,2020-04-16 9:10:58,2020-04-16 9:10:58,0,271,DOH000000000004405,0,2,2020-04-16,0,0,0,0,0
NORALA DISTRICT HOSPITAL,2020-04-16 8:44:51,2020-04-16 8:44:51,4,222,DOH000000000004408,0,4,2020-04-16,0,0,0,0,4
NORALA DISTRICT HOSPITAL,2020-04-17 8:30:40,2020-04-17 8:30:40,4,1026,DOH000000000004408,0,4,2020-04-17,0,0,0,0,4
COMPOSTELA VALLEY PROVINCIAL HOSPITAL - MONTEVISTA,2020-04-17 14:47:22,2020-04-17 14:47:22,0,1457,DOH000000000004413,0,7,2020-04-17,0,0,0,0,0
COMPOSTELA VALLEY PROVINCIAL HOSPITAL - MONTEVISTA,2020-04-16 8:42:45,2020-04-16 8:42:45,0,217,DOH000000000004413,0,7,2020-04-16,0,0,0,0,0
"GONZALES MARANAN MEDICAL CENTER, INC.",2020-04-17 10:12:03,2020-04-17 10:12:03,2,1250,DOH000000000004415,0,2,2020-04-17,0,0,0,0,0
SIMBULAN STO. NI?O HOSPITAL,2020-04-16 12:33:49,2020-04-16 12:33:49,0,476,DOH000000000004426,0,0,2020-04-16,0,0,0,0,0
SOCOMEDICS MEDICAL CENTER,2020-04-16 11:59:35,2020-04-16 11:59:35,0,445,DOH000000000004427,0,0,2020-04-16,0,0,0,0,0
KITCHARAO DISTRICT HOSPITAL,2020-04-16 8:38:47,2020-04-16 8:38:47,0,200,DOH000000000004449,0,5,2020-04-16,0,0,0,0,0
FLORES MEMORIAL MEDICAL CENTER,2020-04-16 10:07:00,2020-04-16 10:07:00,0,342,DOH000000000004471,0,0,2020-04-16,0,0,0,0,0
FLORES MEMORIAL MEDICAL CENTER,2020-04-17 8:07:42,2020-04-17 8:07:42,0,910,DOH000000000004471,0,0,2020-04-17,0,0,0,0,0
CHILDREN'S MEDICAL CLINIC,2020-04-16 7:57:44,2020-04-16 7:57:44,0,111,DOH000000000004472,0,2,2020-04-16,0,0,0,0,0
CHILDREN'S MEDICAL CLINIC,2020-04-17 8:19:05,2020-04-17 8:19:05,0,978,DOH000000000004472,0,2,2020-04-17,0,0,0,0,0
"SAN LORENZO HOSPITAL HEALTH MANAGEMENT CO., INC.",2020-04-17 8:08:17,2020-04-17 8:08:17,0,915,DOH000000000004475,0,0,2020-04-17,0,0,0,0,0
"SAN LORENZO HOSPITAL HEALTH MANAGEMENT CO., INC.",2020-04-16 14:32:01,2020-04-16 14:32:01,0,568,DOH000000000004475,0,0,2020-04-16,0,0,0,0,0
NAGA CITY HOSPITAL,2020-04-16 8:16:19,2020-04-16 8:16:19,0,155,DOH000000000004507,0,1,2020-04-16,0,0,0,0,0
NAGA CITY HOSPITAL,2020-04-17 8:02:40,2020-04-17 8:02:40,0,884,DOH000000000004507,0,1,2020-04-17,0,0,0,0,0
"DR. MARCELO M. CHAN MEMORIAL HOSPITAL, INC.",2020-04-16 8:06:59,2020-04-16 8:06:59,0,133,DOH000000000004517,0,0,2020-04-16,0,0,0,0,0
"DR. MARCELO M. CHAN MEMORIAL HOSPITAL, INC.",2020-04-17 8:17:44,2020-04-17 8:17:44,0,971,DOH000000000004517,0,0,2020-04-17,0,0,0,0,0
SEÑOR TESORO HOSPITAL,2020-04-17 8:12:12,2020-04-17 8:12:12,0,938,DOH000000000004522,0,1,2020-04-17,0,0,0,0,0
SEÑOR TESORO HOSPITAL,2020-04-16 8:35:00,2020-04-16 8:35:00,0,193,DOH000000000004522,0,1,2020-04-16,0,0,0,0,0
AGUAS MATERNITY AND GENERAL HOSPITAL,2020-04-17 8:49:34,2020-04-17 8:49:34,1,1101,DOH000000000004549,0,1,2020-04-17,0,0,0,0,0
