cfname,updateddate,addeddate,hfhudcode,beds_ward_v,reportdate,id,isolbed_v,icu_o,beds_ward_o,icu_v,isolbed_o,mechvent_o,mechvent_v
CARLOS P. ACOSTA CLINIC & HOSPITAL,2020-04-16 18:42:15,2020-04-16 18:42:15,DOH000000000002752,0,2020-04-16,704,0,0,0,0,0,0,0
LABELLA HOSPITAL,2020-04-17 15:39:03,2020-04-17 15:39:03,DOH000000000002753,0,2020-04-17,1491,1,0,0,0,0,0,0
SAINT LAWRENCE HOSPITAL,2020-04-16 9:31:04,2020-04-16 9:31:04,DOH000000000002761,0,2020-04-16,300,2,0,0,0,0,0,0
SAINT LAWRENCE HOSPITAL,2020-04-17 8:17:17,2020-04-17 8:17:17,DOH000000000002761,0,2020-04-17,966,2,0,0,0,0,0,0
CRUZADO MEDICAL HOSPITAL,2020-04-18 8:02:52,2020-04-18 8:02:52,DOH000000000002762,0,2020-04-18,1777,0,0,0,0,0,0,0
CRUZADO MEDICAL HOSPITAL,2020-04-17 13:09:27,2020-04-17 13:09:27,DOH000000000002762,0,2020-04-17,1400,0,0,0,0,0,0,0
RILLERA MEDICAL HOSPITAL,2020-04-18 13:29:32,2020-04-18 13:29:32,DOH000000000002767,0,2020-04-18,2277,0,0,0,0,0,0,0
RILLERA MEDICAL HOSPITAL,2020-04-16 14:01:43,2020-04-16 14:01:43,DOH000000000002767,0,2020-04-16,537,0,0,0,0,0,0,0
RILLERA MEDICAL HOSPITAL,2020-04-17 8:55:29,2020-04-17 8:55:29,DOH000000000002767,0,2020-04-17,1120,0,0,0,0,0,0,0
MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES COOPERATI,2020-04-18 7:52:09,2020-04-18 7:52:09,DOH000000000002804,0,2020-04-18,1725,2,0,0,0,0,0,0
MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES COOPERATI,2020-04-17 7:17:58,2020-04-17 7:17:58,DOH000000000002804,0,2020-04-17,780,2,0,0,0,0,0,0
EDIBORAH P. YAP MEMORIAL HOSPITAL,2020-04-16 9:42:03,2020-04-16 9:42:03,DOH000000000002808,0,2020-04-16,310,6,0,0,0,0,0,0
EDIBORAH P. YAP MEMORIAL HOSPITAL,2020-04-17 8:14:15,2020-04-17 8:14:15,DOH000000000002808,0,2020-04-17,953,6,0,0,0,0,0,0
EDIBORAH P. YAP MEMORIAL HOSPITAL,2020-04-18 8:17:01,2020-04-18 8:17:01,DOH000000000002808,0,2020-04-18,1863,6,0,0,0,0,0,0
NUEVA VALENCIA DISTRICT HOSPITAL,2020-04-17 11:03:36,2020-04-17 11:03:36,DOH000000000002810,0,2020-04-17,1310,2,0,0,0,0,0,0
NUEVA VALENCIA DISTRICT HOSPITAL,2020-04-16 10:34:54,2020-04-16 10:34:54,DOH000000000002810,0,2020-04-16,371,2,0,0,0,0,0,0
POZORRUBIO COMMUNITY HOSPITAL,2020-04-17 8:31:08,2020-04-17 8:31:08,DOH000000000002819,0,2020-04-17,1029,0,0,0,0,0,0,0
POZORRUBIO COMMUNITY HOSPITAL,2020-04-16 13:03:49,2020-04-16 13:03:49,DOH000000000002819,0,2020-04-16,496,0,0,0,0,0,0,0
POZORRUBIO COMMUNITY HOSPITAL,2020-04-18 8:27:02,2020-04-18 8:27:02,DOH000000000002819,0,2020-04-18,1913,0,0,0,0,0,0,0
TARANGNAN COMMUNITY HOSPITAL,2020-04-16 17:29:39,2020-04-16 17:29:39,DOH000000000002825,0,2020-04-16,684,4,0,0,0,1,0,0
TARANGNAN COMMUNITY HOSPITAL,2020-04-18 9:19:33,2020-04-18 9:19:33,DOH000000000002825,0,2020-04-18,2048,4,0,0,0,1,0,0
TARANGNAN COMMUNITY HOSPITAL,2020-04-17 8:40:44,2020-04-17 8:40:44,DOH000000000002825,0,2020-04-17,1074,4,0,0,0,1,0,0
LT. TIDANG MEMORIAL HOSPITAL,2020-04-17 8:14:03,2020-04-17 8:14:03,DOH000000000002828,0,2020-04-17,951,3,0,0,0,0,0,0
LT. TIDANG MEMORIAL HOSPITAL,2020-04-18 10:57:11,2020-04-18 10:57:11,DOH000000000002828,0,2020-04-18,2168,3,0,0,0,0,0,0
LT. TIDANG MEMORIAL HOSPITAL,2020-04-16 10:03:27,2020-04-16 10:03:27,DOH000000000002828,0,2020-04-16,338,3,0,0,0,0,0,0
HERAMIL HOSPITAL,2020-04-16 13:51:03,2020-04-16 13:51:03,DOH000000000002831,0,2020-04-16,529,0,0,0,0,0,0,0
HERAMIL HOSPITAL,2020-04-17 10:03:14,2020-04-17 10:03:14,DOH000000000002831,0,2020-04-17,1236,0,0,0,0,0,0,0
HERAMIL HOSPITAL,2020-04-18 9:17:37,2020-04-18 9:17:37,DOH000000000002831,0,2020-04-18,2046,0,0,0,0,0,0,0
DAVAO DEL NORTE HOSPITAL ( CARMEN ZONE),2020-04-17 9:49:33,2020-04-17 9:49:33,DOH000000000002848,0,2020-04-17,1219,0,0,0,0,0,0,0
ALAMADA PROVINCIAL COMMUNITY HOSP.,2020-04-17 12:52:25,2020-04-17 12:52:25,DOH000000000002850,0,2020-04-17,1391,0,0,0,0,0,0,0
ALAMADA PROVINCIAL COMMUNITY HOSP.,2020-04-16 13:16:10,2020-04-16 13:16:10,DOH000000000002850,0,2020-04-16,504,0,0,0,0,0,0,0
SOCORRO DISTRICT HOSPITAL,2020-04-17 7:27:34,2020-04-17 7:27:34,DOH000000000002851,0,2020-04-17,792,0,0,0,0,0,0,0
SOCORRO DISTRICT HOSPITAL,2020-04-16 7:31:36,2020-04-16 7:31:36,DOH000000000002851,0,2020-04-16,76,0,0,0,0,0,0,0
SOCORRO DISTRICT HOSPITAL,2020-04-18 8:29:31,2020-04-18 8:29:31,DOH000000000002851,0,2020-04-18,1919,0,0,0,0,0,0,0
UMINGAN COMMUNITY HOSPITAL,2020-04-18 8:16:55,2020-04-18 8:16:55,DOH000000000002854,0,2020-04-18,1862,3,0,0,0,0,0,0
UMINGAN COMMUNITY HOSPITAL,2020-04-16 15:42:52,2020-04-16 15:42:52,DOH000000000002854,0,2020-04-16,622,3,0,0,0,0,0,0
UMINGAN COMMUNITY HOSPITAL,2020-04-17 8:02:59,2020-04-17 8:02:59,DOH000000000002854,0,2020-04-17,886,3,0,0,0,0,0,0
CANDON GENERAL HOSPITAL,2020-04-16 16:17:44,2020-04-16 16:17:44,DOH000000000002871,0,2020-04-16,649,0,0,0,0,0,0,0
CANDON GENERAL HOSPITAL,2020-04-17 9:10:39,2020-04-17 9:10:39,DOH000000000002871,0,2020-04-17,1150,0,0,0,0,0,0,0
DECENA GENERAL HOSPITAL,2020-04-17 8:06:24,2020-04-17 8:06:24,DOH000000000002879,0,2020-04-17,904,1,0,0,0,0,0,0
DECENA GENERAL HOSPITAL,2020-04-16 11:52:35,2020-04-16 11:52:35,DOH000000000002879,0,2020-04-16,441,1,0,0,0,0,0,0
CABREDO GENERAL HOSPITAL,2020-04-18 7:55:57,2020-04-18 7:55:57,DOH000000000002881,0,2020-04-18,1735,0,0,0,0,0,0,0
CABREDO GENERAL HOSPITAL,2020-04-16 9:17:56,2020-04-16 9:17:56,DOH000000000002881,0,2020-04-16,282,0,0,0,0,0,0,0
CABREDO GENERAL HOSPITAL,2020-04-17 8:36:53,2020-04-17 8:36:53,DOH000000000002881,0,2020-04-17,1055,0,0,0,0,0,0,0
ZAMBOANGA SIBUGAY PROVINCIAL HOSPITAL,2020-04-18 8:26:40,2020-04-18 8:26:40,DOH000000000002910,0,2020-04-18,1911,0,0,0,0,0,0,0
ZAMBOANGA SIBUGAY PROVINCIAL HOSPITAL,2020-04-17 12:16:13,2020-04-17 12:16:13,DOH000000000002910,0,2020-04-17,1369,0,0,0,0,0,0,0
ZAMBOANGA SIBUGAY PROVINCIAL HOSPITAL,2020-04-16 12:23:54,2020-04-16 12:23:54,DOH000000000002910,0,2020-04-16,471,0,0,0,0,0,0,0
DINGRAS DISTRICT HOSPITAL,2020-04-17 11:14:58,2020-04-17 11:14:58,DOH000000000002928,0,2020-04-17,1317,0,0,0,0,0,0,0
DINGRAS DISTRICT HOSPITAL,2020-04-18 8:07:36,2020-04-18 8:07:36,DOH000000000002928,0,2020-04-18,1818,0,0,0,0,0,0,0
DINGRAS DISTRICT HOSPITAL,2020-04-16 14:27:21,2020-04-16 14:27:21,DOH000000000002928,0,2020-04-16,564,0,0,0,0,0,0,0
AMANCIO-FERNANDEZ LYING IN AND CLINIC,2020-04-18 10:50:35,2020-04-18 10:50:35,DOH000000000002931,0,2020-04-18,2165,0,0,0,0,0,0,0
AMANCIO-FERNANDEZ LYING IN AND CLINIC,2020-04-17 8:08:35,2020-04-17 8:08:35,DOH000000000002931,0,2020-04-17,918,0,0,0,0,0,0,0
CABA DISTRICT HOSPITAL,2020-04-17 7:58:28,2020-04-17 7:58:28,DOH000000000002952,0,2020-04-17,862,0,0,0,0,0,0,0
CABA DISTRICT HOSPITAL,2020-04-16 16:21:29,2020-04-16 16:21:29,DOH000000000002952,0,2020-04-16,650,0,0,0,0,0,0,0
CABA DISTRICT HOSPITAL,2020-04-18 9:09:25,2020-04-18 9:09:25,DOH000000000002952,0,2020-04-18,2026,0,0,0,0,0,0,0
CORTES MUNICIPAL HOSPITAL,2020-04-18 8:16:07,2020-04-18 8:16:07,DOH000000000002961,1,2020-04-18,1859,1,0,0,0,0,0,0
CORTES MUNICIPAL HOSPITAL,2020-04-17 11:24:15,2020-04-17 11:24:15,DOH000000000002961,1,2020-04-17,1329,1,0,0,0,0,0,0
HOLY NAZARENE CLINIC AND HOSPITAL,2020-04-17 10:13:18,2020-04-17 10:13:18,DOH000000000002962,0,2020-04-17,1252,0,0,0,0,0,0,0
HOLY NAZARENE CLINIC AND HOSPITAL,2020-04-18 13:50:42,2020-04-18 13:50:42,DOH000000000002962,0,2020-04-18,2289,0,0,0,0,0,0,0
WAO DISTRICT HOSPITAL,2020-04-17 11:17:29,2020-04-17 11:17:29,DOH000000000002963,1,2020-04-17,1323,2,0,0,0,0,0,0
WAO DISTRICT HOSPITAL,2020-04-18 13:34:57,2020-04-18 13:34:57,DOH000000000002963,1,2020-04-18,2280,2,0,0,0,0,0,0
WAO DISTRICT HOSPITAL,2020-04-16 17:46:24,2020-04-16 17:46:24,DOH000000000002963,1,2020-04-16,691,2,0,0,0,0,0,0
ARAKAN VALLEY DISTRICT HOSPITAL,2020-04-17 14:52:35,2020-04-17 14:52:35,DOH000000000002974,0,2020-04-17,1463,0,0,0,0,0,0,0
CASIGURAN DISTRICT HOSPITAL,2020-04-16 8:58:05,2020-04-16 8:58:05,DOH000000000002983,0,2020-04-16,248,0,0,0,0,0,0,0
CASIGURAN DISTRICT HOSPITAL,2020-04-18 7:46:40,2020-04-18 7:46:40,DOH000000000002983,0,2020-04-18,1704,0,0,0,0,0,0,0
CASIGURAN DISTRICT HOSPITAL,2020-04-17 7:50:41,2020-04-17 7:50:41,DOH000000000002983,0,2020-04-17,839,0,0,0,0,0,0,0
"ANDA RIVERVIEW MEDICAL CENTER, INC.",2020-04-17 11:26:44,2020-04-17 11:26:44,DOH000000000002993,0,2020-04-17,1334,0,0,0,0,0,0,0
DAVAO DEL NORTE HOSPITAL (KAPALONG  ZONE),2020-04-17 20:23:11,2020-04-17 20:23:11,DOH000000000002994,0,2020-04-17,1575,15,0,0,0,0,0,0
DAVAO DEL NORTE HOSPITAL (KAPALONG  ZONE),2020-04-16 16:05:02,2020-04-16 16:05:02,DOH000000000002994,0,2020-04-16,639,15,0,0,0,0,0,0
ECHAGUE DISTRICT HOSPITAL,2020-04-16 8:53:01,2020-04-16 8:53:01,DOH000000000002996,0,2020-04-16,238,0,0,0,0,0,0,0
ECHAGUE DISTRICT HOSPITAL,2020-04-18 9:28:53,2020-04-18 9:28:53,DOH000000000002996,0,2020-04-18,2066,0,0,0,0,0,0,0
ECHAGUE DISTRICT HOSPITAL,2020-04-17 10:46:39,2020-04-17 10:46:39,DOH000000000002996,0,2020-04-17,1292,0,0,0,0,0,0,0
"OSPITAL NG KABATAAN NG DIPOLOG, INC",2020-04-17 11:13:09,2020-04-17 11:13:09,DOH000000000003014,0,2020-04-17,1315,0,0,0,0,0,0,0
"OSPITAL NG KABATAAN NG DIPOLOG, INC",2020-04-16 7:57:48,2020-04-16 7:57:48,DOH000000000003014,0,2020-04-16,112,0,0,0,0,0,0,0
"OSPITAL NG KABATAAN NG DIPOLOG, INC",2020-04-18 7:58:36,2020-04-18 7:58:36,DOH000000000003014,0,2020-04-18,1748,0,0,0,0,0,0,0
BALUD MUNICIPAL HOSPITAL,2020-04-18 7:00:55,2020-04-18 7:00:55,DOH000000000003026,0,2020-04-18,1627,1,0,0,0,0,0,0
BALUD MUNICIPAL HOSPITAL,2020-04-17 6:52:00,2020-04-17 6:52:00,DOH000000000003026,0,2020-04-17,753,1,0,0,0,0,0,0
BALUD MUNICIPAL HOSPITAL,2020-04-16 6:51:15,2020-04-16 6:51:15,DOH000000000003026,0,2020-04-16,38,1,0,0,0,0,0,0
ALCALA MUNICIPAL HOSPITAL,2020-04-16 9:07:19,2020-04-16 9:07:19,DOH000000000003027,0,2020-04-16,265,2,0,0,0,0,0,0
ALCALA MUNICIPAL HOSPITAL,2020-04-18 8:31:59,2020-04-18 8:31:59,DOH000000000003027,0,2020-04-18,1925,2,0,0,0,0,0,0
ALCALA MUNICIPAL HOSPITAL,2020-04-17 8:08:44,2020-04-17 8:08:44,DOH000000000003027,0,2020-04-17,921,2,0,0,0,0,0,0
TUBOD COMMUNITY HOSPITAL,2020-04-17 16:57:22,2020-04-17 16:57:22,DOH000000000003052,0,2020-04-17,1538,0,0,0,0,0,0,0
TUBOD COMMUNITY HOSPITAL,2020-04-18 12:57:55,2020-04-18 12:57:55,DOH000000000003052,0,2020-04-18,2264,0,0,0,0,0,0,0
NARRA MUNICIPAL HOSPITAL,2020-04-16 8:42:03,2020-04-16 8:42:03,DOH000000000003065,0,2020-04-16,211,2,0,0,0,0,0,0
NARRA MUNICIPAL HOSPITAL,2020-04-17 8:40:13,2020-04-17 8:40:13,DOH000000000003065,0,2020-04-17,1073,2,0,0,0,0,0,0
NARRA MUNICIPAL HOSPITAL,2020-04-18 8:24:40,2020-04-18 8:24:40,DOH000000000003065,0,2020-04-18,1904,2,0,0,0,0,0,0
SIQUIJOR PROVINCIAL HOSPITAL,2020-04-17 16:02:49,2020-04-17 16:02:49,DOH000000000003095,28,2020-04-17,1501,28,0,8,0,8,0,0
SIQUIJOR PROVINCIAL HOSPITAL,2020-04-16 17:05:31,2020-04-16 17:05:31,DOH000000000003095,32,2020-04-16,672,32,0,7,0,7,0,0
MATNOG MEDICARE COMMUNITY HOSPITAL,2020-04-18 6:58:39,2020-04-18 6:58:39,DOH000000000003100,0,2020-04-18,1626,0,0,0,0,0,0,0
MATNOG MEDICARE COMMUNITY HOSPITAL,2020-04-17 6:15:39,2020-04-17 6:15:39,DOH000000000003100,0,2020-04-17,737,0,0,0,0,0,0,0
MATNOG MEDICARE COMMUNITY HOSPITAL,2020-04-16 6:17:16,2020-04-16 6:17:16,DOH000000000003100,0,2020-04-16,19,0,0,0,0,0,0,0
PACUAN COMMUNITY PRIMARY HOSPITAL,2020-04-17 13:17:56,2020-04-17 13:17:56,DOH000000000003131,0,2020-04-17,1405,1,0,0,0,0,0,0
PACUAN COMMUNITY PRIMARY HOSPITAL,2020-04-18 12:29:10,2020-04-18 12:29:10,DOH000000000003131,0,2020-04-18,2247,1,0,0,0,0,0,0
WEST METRO MEDICAL CENTER,2020-04-16 13:36:16,2020-04-16 13:36:16,DOH000000000003141,0,2020-04-16,518,2,0,0,0,0,0,0
WEST METRO MEDICAL CENTER,2020-04-17 8:35:34,2020-04-17 8:35:34,DOH000000000003141,0,2020-04-17,1047,2,0,0,1,0,1,0
WEST METRO MEDICAL CENTER,2020-04-18 8:07:24,2020-04-18 8:07:24,DOH000000000003141,0,2020-04-18,1816,2,0,0,1,0,0,0
BACNOTAN DISTRICT HOSPITAL,2020-04-17 8:11:02,2020-04-17 8:11:02,DOH000000000003199,0,2020-04-17,933,2,0,0,0,0,0,0
BACNOTAN DISTRICT HOSPITAL,2020-04-16 16:05:22,2020-04-16 16:05:22,DOH000000000003199,0,2020-04-16,640,2,0,0,0,0,0,0
BACNOTAN DISTRICT HOSPITAL,2020-04-18 7:58:25,2020-04-18 7:58:25,DOH000000000003199,0,2020-04-18,1744,2,0,0,0,0,0,0
ALEOSAN DISTRICT HOSPITAL,2020-04-17 9:37:23,2020-04-17 9:37:23,DOH000000000003201,0,2020-04-17,1196,0,0,0,0,0,0,0
ALEOSAN DISTRICT HOSPITAL,2020-04-16 11:49:28,2020-04-16 11:49:28,DOH000000000003201,0,2020-04-16,435,0,0,0,0,0,0,0
DVO. ORIENTAL PROV'L HOSP.- LUPON,2020-04-17 10:28:37,2020-04-17 10:28:37,DOH000000000003211,0,2020-04-17,1268,6,0,0,0,0,0,0
DVO. ORIENTAL PROV'L HOSP.- LUPON,2020-04-16 13:42:13,2020-04-16 13:42:13,DOH000000000003211,0,2020-04-16,523,0,0,0,0,0,0,0
DVO. ORIENTAL PROV'L HOSP.- LUPON,2020-04-18 13:27:31,2020-04-18 13:27:31,DOH000000000003211,0,2020-04-18,2275,6,0,0,0,0,0,0
ILOCOS SUR DISTRICT HOSPITAL - TAGUDIN,2020-04-18 9:02:06,2020-04-18 9:02:06,DOH000000000003212,4,2020-04-18,2008,5,0,1,0,3,0,0
ILOCOS SUR DISTRICT HOSPITAL - TAGUDIN,2020-04-17 10:59:11,2020-04-17 10:59:11,DOH000000000003212,4,2020-04-17,1306,5,0,1,0,3,0,0
R DE C GALVEZ MEDICAL CENTER,2020-04-18 9:15:36,2020-04-18 9:15:36,DOH000000000003246,0,2020-04-18,2041,0,0,0,0,0,0,0
LABRADOR MUNICIPAL HOSPITAL,2020-04-16 10:01:06,2020-04-16 10:01:06,DOH000000000003277,0,2020-04-16,333,0,0,0,0,0,0,0
LABRADOR MUNICIPAL HOSPITAL,2020-04-17 8:29:22,2020-04-17 8:29:22,DOH000000000003277,0,2020-04-17,1021,0,0,0,0,0,0,0
LABRADOR MUNICIPAL HOSPITAL,2020-04-18 10:34:31,2020-04-18 10:34:31,DOH000000000003277,0,2020-04-18,2143,0,0,0,0,0,0,0
OSPITAL NG GUIGUINTO,2020-04-17 8:42:11,2020-04-17 8:42:11,DOH000000000003283,0,2020-04-17,1081,0,0,0,2,0,0,0
OSPITAL NG GUIGUINTO,2020-04-18 8:12:14,2020-04-18 8:12:14,DOH000000000003283,0,2020-04-18,1842,2,0,0,0,0,0,0
OSPITAL NG GUIGUINTO,2020-04-16 14:23:29,2020-04-16 14:23:29,DOH000000000003283,0,2020-04-16,563,2,0,0,0,0,0,0
LIANKO'S MEDICAL CLINIC,2020-04-17 7:35:06,2020-04-17 7:35:06,DOH000000000003284,0,2020-04-17,812,0,0,0,0,0,0,0
LIANKO'S MEDICAL CLINIC,2020-04-18 7:04:18,2020-04-18 7:04:18,DOH000000000003284,0,2020-04-18,1633,0,0,0,0,0,0,0
LIANKO'S MEDICAL CLINIC,2020-04-16 7:58:09,2020-04-16 7:58:09,DOH000000000003284,0,2020-04-16,113,0,0,0,0,0,0,0
DR. ANTONIO A. RANADA CLINIC AND LYING-IN HOSPITAL,2020-04-16 10:44:24,2020-04-16 10:44:24,DOH000000000003297,0,2020-04-16,380,0,0,0,0,0,0,0
DR. ANTONIO A. RANADA CLINIC AND LYING-IN HOSPITAL,2020-04-17 7:58:24,2020-04-17 7:58:24,DOH000000000003297,0,2020-04-17,861,0,0,0,0,0,0,0
DR. ANTONIO A. RANADA CLINIC AND LYING-IN HOSPITAL,2020-04-18 9:10:51,2020-04-18 9:10:51,DOH000000000003297,0,2020-04-18,2031,0,0,0,0,0,0,0
GENEROSA I. GONZALES MEMORIAL HOSPITAL,2020-04-17 9:28:56,2020-04-17 9:28:56,DOH000000000003299,0,2020-04-17,1179,0,0,0,0,0,0,0
GENEROSA I. GONZALES MEMORIAL HOSPITAL,2020-04-18 9:57:30,2020-04-18 9:57:30,DOH000000000003299,0,2020-04-18,2105,0,0,0,0,0,0,0
GENEROSA I. GONZALES MEMORIAL HOSPITAL,2020-04-16 9:19:15,2020-04-16 9:19:15,DOH000000000003299,0,2020-04-16,285,0,0,0,0,0,0,0
BAYUGAN COMMUNITY HOSPITAL,2020-04-16 9:51:16,2020-04-16 9:51:16,DOH000000000003300,0,2020-04-16,322,0,0,0,0,0,0,0
BAYUGAN COMMUNITY HOSPITAL,2020-04-18 7:52:03,2020-04-18 7:52:03,DOH000000000003300,0,2020-04-18,1724,0,0,0,0,0,0,0
BAYUGAN COMMUNITY HOSPITAL,2020-04-17 7:51:55,2020-04-17 7:51:55,DOH000000000003300,0,2020-04-17,844,0,0,0,0,0,0,0
ORMOC MATERNITY & CHILDREN'S HOSPITAL INC,2020-04-17 15:30:44,2020-04-17 15:30:44,DOH000000000003301,0,2020-04-17,1484,0,0,0,0,0,0,0
ORMOC MATERNITY & CHILDREN'S HOSPITAL INC,2020-04-18 7:44:19,2020-04-18 7:44:19,DOH000000000003301,0,2020-04-18,1696,0,0,0,0,0,0,0
ABELLA MIDWAY HOSPITAL,2020-04-16 11:48:49,2020-04-16 11:48:49,DOH000000000003315,0,2020-04-16,430,0,0,0,0,0,0,0
ABELLA MIDWAY HOSPITAL,2020-04-17 15:05:33,2020-04-17 15:05:33,DOH000000000003315,0,2020-04-17,1472,0,0,0,0,0,0,0
DANAO-SALE HOSPITAL,2020-04-16 7:47:28,2020-04-16 7:47:28,DOH000000000003317,0,2020-04-16,95,0,0,0,0,0,0,0
DANAO-SALE HOSPITAL,2020-04-17 7:58:33,2020-04-17 7:58:33,DOH000000000003317,0,2020-04-17,863,0,0,0,0,0,0,0
DANAO-SALE HOSPITAL,2020-04-18 7:59:37,2020-04-18 7:59:37,DOH000000000003317,0,2020-04-18,1758,0,0,0,0,0,0,0
OCAMPO MUNICIPAL HOSPITAL,2020-04-18 6:27:20,2020-04-18 6:27:20,DOH000000000003346,0,2020-04-18,1598,0,0,0,0,0,0,0
OCAMPO MUNICIPAL HOSPITAL,2020-04-16 12:55:20,2020-04-16 12:55:20,DOH000000000003346,0,2020-04-16,488,0,0,0,0,0,0,0
OCAMPO MUNICIPAL HOSPITAL,2020-04-17 7:37:19,2020-04-17 7:37:19,DOH000000000003346,0,2020-04-17,814,0,0,0,0,0,0,0
LUNA GOCO MEDICAL CENTER,2020-04-17 8:43:57,2020-04-17 8:43:57,DOH000000000003351,3,2020-04-17,1085,0,0,0,0,0,0,0
LUNA GOCO MEDICAL CENTER,2020-04-16 7:43:49,2020-04-16 7:43:49,DOH000000000003351,3,2020-04-16,90,0,0,0,0,0,0,0
LUNA GOCO MEDICAL CENTER,2020-04-18 9:15:17,2020-04-18 9:15:17,DOH000000000003351,3,2020-04-18,2038,0,0,0,0,0,0,0
WESTERN PANGASINAN DISTRICT HOSPITAL,2020-04-17 10:43:23,2020-04-17 10:43:23,DOH000000000003374,0,2020-04-17,1290,3,0,0,0,0,0,0
WESTERN PANGASINAN DISTRICT HOSPITAL,2020-04-18 8:17:41,2020-04-18 8:17:41,DOH000000000003374,0,2020-04-18,1866,3,0,0,0,0,0,0
MAHAYAG DISTRICT HOSPITAL,2020-04-18 8:30:28,2020-04-18 8:30:28,DOH000000000003378,0,2020-04-18,1922,0,0,0,0,0,0,0
MAHAYAG DISTRICT HOSPITAL,2020-04-16 7:48:39,2020-04-16 7:48:39,DOH000000000003378,0,2020-04-16,97,0,0,0,0,0,0,0
MAHAYAG DISTRICT HOSPITAL,2020-04-17 7:48:13,2020-04-17 7:48:13,DOH000000000003378,0,2020-04-17,833,0,0,0,0,0,0,0
PUERTO COMMUNITY HOSPITAL,2020-04-17 15:37:26,2020-04-17 15:37:26,DOH000000000003380,3,2020-04-17,1487,4,0,0,0,0,0,0
ALFONSO PONCE ENRILE MEMORIAL DISTRICT HOSPITAL,2020-04-18 12:15:04,2020-04-18 12:15:04,DOH000000000003400,0,2020-04-18,2239,3,0,0,0,0,0,0
ALFONSO PONCE ENRILE MEMORIAL DISTRICT HOSPITAL,2020-04-16 21:12:28,2020-04-16 21:12:28,DOH000000000003400,0,2020-04-16,716,3,0,0,0,0,0,0
ALFONSO PONCE ENRILE MEMORIAL DISTRICT HOSPITAL,2020-04-17 18:58:41,2020-04-17 18:58:41,DOH000000000003400,0,2020-04-17,1568,3,0,0,0,0,0,0
MOISES R. ESPINOSA SR. MEMORIAL MUNICIPAL HOSPITAL,2020-04-16 6:24:29,2020-04-16 6:24:29,DOH000000000003408,5,2020-04-16,21,1,0,0,0,0,0,0
MOISES R. ESPINOSA SR. MEMORIAL MUNICIPAL HOSPITAL,2020-04-17 6:55:18,2020-04-17 6:55:18,DOH000000000003408,1,2020-04-17,755,5,0,0,0,0,0,0
MOISES R. ESPINOSA SR. MEMORIAL MUNICIPAL HOSPITAL,2020-04-18 3:55:12,2020-04-18 3:55:12,DOH000000000003408,1,2020-04-18,1585,5,0,0,0,0,0,0
KUTA CESAR L. SANG-AN STATION HOSPITAL,2020-04-18 8:20:42,2020-04-18 8:20:42,DOH000000000003413,0,2020-04-18,1886,2,0,0,0,1,0,0
KUTA CESAR L. SANG-AN STATION HOSPITAL,2020-04-17 8:05:33,2020-04-17 8:05:33,DOH000000000003413,0,2020-04-17,898,2,0,0,0,1,0,0
KUTA CESAR L. SANG-AN STATION HOSPITAL,2020-04-16 7:51:46,2020-04-16 7:51:46,DOH000000000003413,0,2020-04-16,105,2,0,0,0,1,0,0
LORETO DISTRICT HOSPITAL,2020-04-18 8:04:33,2020-04-18 8:04:33,DOH000000000003415,0,2020-04-18,1795,0,0,0,0,0,0,0
LORETO DISTRICT HOSPITAL,2020-04-17 8:10:16,2020-04-17 8:10:16,DOH000000000003415,0,2020-04-17,927,0,0,0,0,0,0,0
LORETO DISTRICT HOSPITAL,2020-04-16 8:07:01,2020-04-16 8:07:01,DOH000000000003415,0,2020-04-16,134,0,0,0,0,0,0,0
CENTRAL MINDANAO UNIVERSITY HOSPITAL,2020-04-17 15:05:28,2020-04-17 15:05:28,DOH000000000003421,0,2020-04-17,1471,0,0,0,0,0,0,0
BALAOAN DISTRICT HOSPITAL,2020-04-17 9:21:21,2020-04-17 9:21:21,DOH000000000003432,0,2020-04-17,1166,2,0,0,0,1,0,0
BALAOAN DISTRICT HOSPITAL,2020-04-16 9:48:37,2020-04-16 9:48:37,DOH000000000003432,0,2020-04-16,319,0,0,0,0,0,0,0
DR. BONIFACIA V. ALBANO MEMORIAL HOSPITAL,2020-04-17 9:48:22,2020-04-17 9:48:22,DOH000000000003441,0,2020-04-17,1216,0,0,0,0,0,0,0
DR. BONIFACIA V. ALBANO MEMORIAL HOSPITAL,2020-04-18 11:44:23,2020-04-18 11:44:23,DOH000000000003441,0,2020-04-18,2215,0,0,0,0,0,0,0
DR. BONIFACIA V. ALBANO MEMORIAL HOSPITAL,2020-04-16 10:07:43,2020-04-16 10:07:43,DOH000000000003441,0,2020-04-16,344,0,0,0,0,0,0,0
GEN. MACARTHUR MUNICIPAL HOSPITAL,2020-04-17 10:09:12,2020-04-17 9:23:13,DOH000000000003449,0,2020-04-17,1170,0,0,0,0,0,0,0
GEN. MACARTHUR MUNICIPAL HOSPITAL,2020-04-16 10:47:35,2020-04-16 10:47:35,DOH000000000003449,0,2020-04-16,386,0,0,0,0,0,0,0
CAMP LUKBAN STATION HOSPITAL,2020-04-16 14:18:14,2020-04-16 14:18:14,DOH000000000003468,0,2020-04-16,556,4,0,0,0,0,0,0
